time_step,load,rpm,voltage,current,temperature,vibration,pressure,power,efficiency,health_index,fault_label
12,0.6610849622591043,,47.0404332070776,11.778718254026385,41.98566560594036,0.22165649303060972,5.47296824759765,554.0760092935138,0.877711536034396,86.45158624803224,normal
13,0.6976789933804411,1493.1079873502579,47.076097921041864,12.04013189847456,42.634835782110734,0.21054867242061207,5.45079893477096,566.802428234848,0.874341740983145,87.5006700736549,normal
14,0.6826048417586515,1469.3583313860258,47.72557033887075,11.46468889445656,42.54350658324735,0.1913426536852754,5.396949897128402,547.1588162456569,0.8906718493769329,87.21946843488573,normal
15,0.6474757319307123,1495.2888991002292,47.81495499114419,12.205235502587145,39.89367746110759,0.18658914734473286,5.329898237878373,583.5927862125195,0.8827171593061899,89.01952737930053,normal
16,0.688946191984205,,47.255925084875514,12.570751597436267,44.039177038436236,0.2303048967893401,5.351820272887919,594.0424957490275,0.8929153151387408,85.4085328047443,normal
17,0.653697678323815,1489.4125919470368,47.31193116060453,11.69798334062813,41.79051237968493,0.17703382925992373,5.422202891783743,553.4541825296967,0.8834063343449204,85.89354466752941,normal
18,0.7133466158614642,1504.128046753188,47.575875301236486,12.424469516387504,43.45486228531749,0.23361151713417477,5.48653002929889,591.1050123956659,0.8923148904176066,82.49173663045532,normal
19,0.6899699121062035,1547.3473156354942,46.85832585168755,12.070650114690466,41.47544273250763,0.20743989835969903,5.40661625814843,565.6104563158756,0.887357568419433,85.80536393776009,normal
20,0.6903392368144827,1530.1890494472186,,12.28195215832418,42.21611172505412,0.20914864745105044,5.528624393127004,576.9335249044977,0.8858607030255249,84.24940241769349,normal
21,0.6798147146026413,1554.3304536631092,47.37720758035708,11.885508146436356,,0.17635353148363123,5.463620738680714,563.1021866517403,0.8796419629580281,85.73123848848492,normal
22,0.7412136859463527,1539.3563092456811,47.78532738084859,12.165606246827261,44.701111597173295,0.21278478062176034,5.557660955469055,581.3374772911374,0.8825112982653158,84.32695622047602,normal
23,0.7041310736746644,1550.8800908961182,47.3181712929135,12.621786630471558,42.397534962777,0.22531612448776198,5.470585827473179,597.2398618032587,0.8938445756342676,85.51441807118388,normal
24,0.7000786600141139,1528.783240465422,47.45516292963893,12.208142276141821,43.40804667547752,0.18628392924258824,5.419078978966456,579.3393807825232,0.8814514103275902,84.6407346792584,normal
25,0.7064554480734456,1552.319346643962,47.70785760522019,12.977746884625546,42.40436879242449,0.22378690131434875,5.4953079357728605,619.1405004083055,0.8868613656945508,86.16114962551313,normal
26,0.7370065567138083,1555.4586962432113,47.92627356930796,12.470774933882401,43.120870241936075,0.21833042765905877,5.406216733825773,597.6777711025163,0.8803605623346465,80.47339823199677,normal
27,0.7359427852764623,1538.3098046205714,47.25577427067274,12.125307545993149,43.27571765919609,0.20388187851878192,5.549307525089243,572.990796355937,0.8810710863179264,84.88306323949656,normal
28,0.7412255157954178,1557.1071173567898,47.391134009432804,12.911811592517578,44.60266332573092,0.23456498089170807,5.434544806937744,611.9053934855485,0.8966699126803628,85.72906803405104,normal
29,0.7455517186229064,1558.865051941402,47.846979019261404,12.730370602716485,42.14991703150782,0.17406438993344736,5.5856700762179265,609.1097751355978,0.8911116910264563,87.9210437514458,normal
30,0.8005771800307806,1539.5552265966535,46.96647801182305,13.09539985854182,43.60806690342375,0.22973708712546007,,615.044809512235,0.8770120515440796,85.30189546473444,normal
31,0.7277507645777822,1538.4324922836572,47.66176721644329,12.821997143669297,41.80021842050711,0.2496579720007493,5.5840862648828855,611.1190431114668,0.8818787707905881,87.08507446440959,normal
32,0.7281039363077585,1538.9516633516123,47.14959351415205,12.180178276134804,42.50275823195902,0.24638829528463224,5.409187337359225,574.2904546496612,0.8725727620356746,84.59735840197352,normal
33,0.7224963746018793,1559.7436851748635,47.43385952420438,12.33172399313615,42.63088405967831,0.22522887190185656,5.4405167118510835,584.9412635816808,0.878017025440284,84.44989491847868,normal
34,0.7687354637053234,1560.7500632276517,47.31017838511729,12.594940787416384,42.829222984791315,0.21539015902168218,5.5572468346869,595.8688954026587,0.8804036600697029,85.22974155244346,normal
35,0.7873778692288321,1543.37585060344,47.11599930819475,12.316292416193145,43.87739337376469,0.21049102578016463,5.6331278789368255,580.2944249608805,0.884758593560188,84.12637762001161,normal
36,0.7532469581958504,1559.1140252472258,47.13661444110339,12.472262727895782,42.24692387128566,0.2147099980753033,5.648591575062006,587.9002394129678,0.8853261079317104,83.38383092221102,normal
37,0.734519458330887,1569.302200220123,47.46605849979489,12.92113813405372,42.71554976301856,0.23043836884751465,5.505129294243022,613.3154985549245,0.8675525791432597,83.48890103184792,normal
38,0.7379486644871376,1570.0821848380783,47.64267936166864,12.558299939597628,44.56034305634301,0.2039835941974057,5.6509064845780825,598.3110573499124,0.8881184324477339,82.22254125564132,normal
39,0.7850581612681925,1580.4665553279779,47.323255867227516,12.28801816174581,44.77918841826836,0.23933761633502346,5.51335670653306,581.5090275694357,0.8749802892545747,84.30565947888114,normal
40,0.7905918220976825,1575.8561990801368,47.36837426486588,12.249048839921217,44.714238278281954,0.267586953125379,5.62797123154599,580.2175298380095,0.8655963251965558,83.29448091051331,normal
41,0.7872374659439745,1541.7143969914346,47.49590596249982,13.357389160179036,43.71000316832354,0.2237096394954054,5.462013681349826,634.4212994563779,0.8888726996817911,83.360062066159,normal
42,0.7535193539001425,,47.13676522813041,12.5420482563003,42.68477231289172,0.1956538690937181,5.547067911882163,,0.8917024436234984,83.55329003338953,normal
43,0.7828828697787593,1548.0714947699275,47.5406852216055,12.524498475701176,43.53919898908482,0.19828786142828272,5.346337277836834,595.4232395917875,0.8781138434320501,84.85430925391671,normal
44,0.781742046286509,1570.9922465404097,47.56109351338252,12.649601031564735,44.40376144870457,0.2409147114343999,5.442813252385738,601.6288575692304,0.8824962465487637,84.63782247510377,normal
45,0.7870141767216895,1554.9203809584146,48.00252959527856,12.261324260414149,45.23610936540561,0.22490215718071144,5.573231557126289,588.5745806878372,0.8826940918418519,81.62058427595633,normal
46,0.8086956513905499,1544.8000667501954,47.23983477903749,13.407805167302891,45.66206870294166,0.24566012657964764,5.445745726029203,633.3825008529136,0.8877681432955424,81.06178571710464,normal
47,0.7912458341974471,1523.8940236801718,47.23288321583635,12.668705476195543,45.138908233313856,0.21634674822466882,5.5723483196904215,598.3794862529705,0.8818384936278477,84.787341830434,normal
48,0.8067752240856021,1545.6419712621457,47.526804608057816,,44.33224215362927,0.2451661652746423,5.621245962071199,635.8749929198967,0.8603793518511924,81.27513053428143,normal
49,0.7901885399194412,1524.4195507714408,47.55219151554686,12.820510423810072,44.65170747938556,0.22435268604649572,5.496679406729649,609.6433670000814,0.8944585420700528,84.2005378863526,normal
50,0.7984705058318168,1559.747539290178,47.206601098066265,13.353711352862165,44.53240925942497,0.21382305560693876,5.464732550489053,630.3833250132831,0.8844778309259785,85.89550695076078,normal
51,0.8102527097833534,1564.9631111888261,47.22973943983823,13.015162502672958,44.84895142735627,0.2216876533784304,5.512227789097899,614.7027337683966,,85.71192493267439,normal
52,0.7489969624877686,1532.9025357024302,47.51440040228322,12.85766741877399,45.545342387969036,0.20115798598730403,5.4296850983818485,610.9243579750188,0.8657484799677172,84.31601067198426,normal
53,0.7843986361678184,1544.1305280307085,47.143483279422526,,43.15161029060883,0.2680103080867424,5.523300559508559,614.0146236661093,0.8791976770577851,84.42652611893811,normal
54,0.781033491936548,1526.4024631083985,47.25002094380898,12.971909121721572,44.32123671488069,0.2263181790303763,5.536875681836205,612.9229776825309,0.8714100953280873,86.69463113392526,normal
55,0.7770122759573308,1525.4313154297126,47.37785259125973,12.852658062207475,45.41433568931915,0.24110630972179,5.5010791594691755,608.9313390771317,0.8775686057971689,79.33975073393331,normal
56,0.7888356784608915,1542.6284772912397,47.59456333444185,12.721574702109882,43.49338489616913,0.21871642741595243,5.667451478941572,605.477792873402,2.2884957589404795,82.871054018051,normal
57,0.8427263451270909,1523.0695034438922,,13.79806963733348,45.1294724355442,0.21301841689200535,5.513340289475224,650.5913942351698,0.8650683214116341,84.36586213567215,normal
58,0.7725676647367204,1552.1570807336577,46.897162930350994,12.390538510692638,43.96672361424605,0.22405857860695091,5.632762561774561,581.0811033307411,0.8629544901307327,82.81850621047045,normal
59,0.8281313586016816,1511.0452960237428,46.83374170970866,,45.21980940779592,0.25549704492702796,5.476709742891854,610.9043538089479,0.8750704657895031,84.5274797240246,normal
60,0.7490129041723367,1536.1245943194683,47.060915559276665,12.574350033483451,42.70588356159557,0.21702099200206812,,591.7604251385525,0.8697092210259362,83.64157635541483,normal
61,0.7897437553987585,1515.7339005625906,47.0144752012436,12.955630390725004,45.20037374319621,0.21357536639849667,5.627118769553051,609.1021637212186,0.8743424106211642,83.14825019424113,normal
62,0.8048393447910216,1521.274433499567,47.29162095544632,12.756285279880718,45.537235613566665,0.23559484781678638,,603.2654082556584,0.8585683046710598,82.23221700241463,normal
63,0.817584902856539,1497.7655208544177,47.022440146071,13.0944863038287,45.64866637631947,0.2437775695139372,5.517671285588062,615.7346984653316,0.8687173596391157,81.73238056567463,normal
64,0.8212515180020867,1499.4791483678146,47.14062113822018,12.94848092546004,44.62000653306174,,5.597930514268886,610.3994336225824,0.87808027078344,81.78719501565453,normal
65,0.8235066851639641,1494.2471466159745,47.12056725902198,12.468674494684524,45.43444739760788,0.24192968950150115,5.588464269026845,587.5310151576341,,82.94356319786738,normal
66,0.7889112535233306,1482.0449567940846,47.23122109618952,12.81937962866933,44.03130908736101,0.2452588088983627,5.487024394555059,605.474953557669,0.864413976881156,81.74008384928332,normal
67,0.7850445878549789,1500.5726133353526,47.6746504626385,12.408889510444215,44.42352425193838,0.24674703673761375,5.576455246503692,591.5894700399293,0.860683141926581,84.17297725867363,normal
68,0.8240722385282083,1492.933656362061,47.47787214239828,12.422469306722476,47.12321391798006,,5.7031643694245115,589.7924094374367,0.8704469357300734,83.15616445122076,normal
69,0.791887701154333,1490.2401890622436,47.34174821458027,12.885553804113071,44.90601448916025,0.21422615950363966,5.569038261360833,610.024643799748,0.8773837494178988,84.44933255660919,normal
70,0.7585265996746497,1502.5709348535013,47.24873115762133,12.80949174523598,43.28727738322885,0.20943789692748033,5.552924336102913,605.2322317364245,0.8773681236700697,81.60155760105987,normal
71,0.7618459395913547,1496.4374590080563,47.25260707749893,12.844243972301411,44.44965531862005,0.20503036472403427,5.563378150632223,606.9240136306927,0.8679037025751511,80.40308519938615,normal
72,0.7671859575955907,1464.035275003949,47.43816283056081,12.891700555582563,43.328410912884166,0.24830158870055158,5.396132025047935,611.5585901185569,0.8756114402898739,82.90703392353308,normal
73,0.808487594047594,1467.290810719719,47.46881015807081,12.265845512043924,44.2024090794285,0.24178943387751634,5.578405661666466,582.2450920394378,0.8854665645016231,87.02222027344723,normal
74,0.7965278126771769,1448.5953167942605,,,44.12178310358362,0.23691348072137428,5.451541463520803,583.8849339526485,0.8729673414769294,84.60733694575866,normal
75,0.8115317169439717,1452.3621933533846,47.328618751962225,13.653750994707082,44.87764461095804,0.18496145141778098,5.495860395896032,,,82.03602110557941,normal
76,0.7764424381473869,1441.0585215694182,46.8392480797517,12.38721079555127,45.35940063441707,0.27541008651940935,5.691110587146541,580.2076394690043,0.8737019582042459,82.60715188964201,normal
77,0.7923407881350469,1468.3002376778265,47.38694572379149,13.06416936493748,45.367054579706696,0.2179788871879161,5.5086895495273325,619.071084622712,0.891189502782438,83.48972646773183,normal
78,0.804559654819794,,47.51436248071224,12.684511079100522,45.551012167786176,0.27817000164948363,5.477956145293037,602.6964573029925,0.8571399773513739,79.77985656085689,normal
79,0.7746027784906083,1432.5525839672184,,12.774334489987547,43.722592762360186,0.20604427673628073,5.608073255175471,603.9367657383333,0.8716838716637347,84.98321835394778,normal
80,0.7955627424918588,1447.2543619671874,47.784320420762974,12.651820886991093,44.55430056607625,0.22074979022321378,5.4543908520940585,604.558663170084,0.8679501682615162,82.28129591866042,normal
81,0.7598643615574863,1394.8617886790569,47.13802075043795,12.857060018832936,44.57072236268225,0.1903768651943396,5.4690890027894286,606.0563619573732,0.872832166977762,82.6052767107355,normal
82,0.7665808583297229,1391.9060883380955,47.40690025452651,12.749941578945771,43.97970271433488,0.2425055820301025,5.609174644161276,604.4352086841225,0.8733549298243927,82.50806013412243,normal
83,0.7636597563248138,1429.5493083414083,47.345503831459645,12.528893647615435,44.215425997886,0.21329616785956862,5.5102934932007965,593.186782197127,0.882833079000185,84.3229606897387,normal
84,0.7367666839621035,1415.9646823583068,47.35048304497697,12.158127434861854,44.315471085191696,0.21200176532974682,5.362785562369355,575.6932069630955,0.8735007413681548,81.42452794502783,normal
85,0.7846731323872579,1410.317911669711,47.30823474691803,12.908098378958853,44.55402234142912,0.21013590986717576,5.564433397680109,610.6593482480976,0.8829050774014648,79.91101664948886,normal
86,0.7532976879536177,1384.5604459240644,47.38827488779002,,44.457470441435895,0.2509151698356672,5.466900535524246,578.2755267137788,0.8703995932096169,82.62944509377192,normal
87,0.7649657750171358,1398.6160097493855,47.563736832324274,12.848253715428926,45.7691713856829,0.2508226985022798,5.629639974612062,611.110958475594,0.8673662734510149,78.6575635200614,normal
88,0.7761216805310953,1423.629991688195,47.68683946693739,13.686091544468754,44.56664816449855,0.27401848565855874,5.4654324223958985,652.6464504108907,0.8634929118311326,81.41739493322912,normal
89,0.7721024885664906,1401.8381109542886,47.34464118613587,13.21651723499536,45.58360027967028,0.22403404998329263,5.594878410386694,625.7312662212358,0.8520897267150027,83.71496061907753,normal
90,0.7755761926467678,1387.3970495700185,47.545836787862115,13.01747274448372,45.15849304275543,0.24269437607704772,5.654934156591286,618.9266344996665,0.8727196216679042,82.75234860938308,normal
91,0.7494709068501577,1376.093249264172,47.187033247711305,12.580707757617148,43.075648533350794,0.21073477176928135,5.42619554469669,593.6462752384199,0.8916819704696501,84.29858104749763,normal
92,0.7364420930740194,,47.56396988430199,11.855185052253933,43.14155414032854,0.22907030008546037,,563.8796647982332,0.8762506587930526,83.46992709559748,normal
93,0.7433718588612841,1342.9893573047827,47.17602231335539,12.113777870399137,43.489463125023846,0.22624046546246185,5.520424468255389,571.4798551129804,0.8780641850189029,86.04397677005,normal
94,0.691674637539428,1378.9620515832141,47.68012594121318,12.71662332320446,42.55026219770977,,5.384225119851414,606.3302015973575,0.8695261550396898,81.67210858001238,normal
95,0.6953236322179617,1383.6334091366648,,12.014376206131487,43.23592052215379,0.2536977695748583,5.476657060724563,576.1708562255012,0.8709055803896264,82.82369491536173,normal
96,0.6954116477395982,1343.5729292268038,47.373116348681194,12.047831735483008,43.8097921204638,0.25347761842979283,5.436767841509816,1418.8442024702838,0.8830658241560692,81.36972543020404,normal
97,0.7014464325016477,1353.1897201340385,46.85025660598407,12.272052054458761,44.43917002464865,0.21757473187471205,5.439046796773476,574.948787833387,0.8928795021839877,234.54035619047383,normal
98,0.7395461672286039,1339.2167824905137,47.23047744341468,12.188162981249057,44.37571887091979,0.25774022411461817,5.488903476883677,575.6527567625454,0.8856419541491652,81.67228296734439,normal
99,0.6964979554275681,1342.1928923429473,47.70948601556054,11.87347188648151,43.00610762624815,0.23373721626085683,5.460222223109803,566.4772409242408,0.8808422274249844,84.91662904432405,normal
100,0.7083495521996096,1353.3179607894083,47.52988813714842,12.357535641268779,41.918527301653214,0.22936701875177326,5.475594013787244,587.3522866803297,0.8724236028294626,81.8741824770124,normal
101,0.7546285743650036,1314.4833728587741,47.41640710815006,12.342091433134875,44.48215463943771,0.22568295863150417,5.446639148797609,585.2176319595345,,84.0122894858239,normal
102,0.7008488243464406,1356.352020797652,47.64895258330638,12.073342781771544,43.48660391729535,0.22464400240410387,5.412152082130391,575.2821377306367,0.8646618517268442,83.06909486703256,normal
103,0.7294775217451616,1353.3965234760276,47.49457888203232,12.232305652470478,44.13598760191714,0.2732712009320947,5.466785289808705,580.9682057203889,0.8561587105846196,81.51767028148191,normal
104,0.6750917439639965,1340.0733135500575,47.72098842712945,12.363484962312448,44.7040331207573,0.24051418704049476,5.434288029826226,589.9977228055013,0.8619665868555603,82.44247685488929,normal
105,0.6926209329859889,1302.790605021722,47.631972684032334,12.20584107246441,44.335383805514596,0.23955245370733522,5.414697514901969,581.3882885492648,0.8727310070737347,82.10980759813754,normal
106,0.6659054466106591,1324.9232278512727,47.80349725297661,12.065542999658403,43.498416831973834,0.22896995060148329,5.456686181659063,576.7751516398416,0.8705237541794705,82.55840216163676,normal
107,0.6797981637723086,1355.153604635787,47.50123997286113,12.421581597984707,42.359115585795905,0.2845377872988522,5.294981361068535,590.0405283283474,0.8579295196349133,81.58222021939812,normal
108,0.7106852201704877,1290.5954891286501,47.61272914296104,12.349510051969588,43.28268878923265,0.26448129928381187,5.403012328385774,587.9938771527027,0.8705812458181592,80.6943330183028,normal
109,0.6291097636457699,1331.8322648992228,47.37447587535739,,42.15719096917196,0.21772572061386752,5.381618972092174,559.6646904744235,0.8717238449366884,81.9266120825755,normal
110,0.689364907716842,1312.9585468389018,,12.438461749649695,42.70567383235542,0.23178698326637412,5.377368972732919,587.7455692897213,0.8600417981714088,79.5982753429281,normal
111,0.6788193834100744,1342.1872921821684,47.837347829565175,12.445651267140146,43.54489199759962,0.23242266147344445,5.568478550522555,595.3669486316518,0.8684706685798427,83.09987344092583,normal
112,0.6491731313602771,1321.165162222005,47.48800707600246,11.983679827303627,42.90475520365738,0.23754520166746834,5.4185656692981965,569.0810724355426,0.8703201370278253,80.10607470800042,normal
113,0.6188843377526998,1338.7625329198363,47.65899006909497,11.882886554488802,41.21172388847431,0.2184720486855189,5.409662528950184,,0.8687526310625783,82.26365370932686,normal
114,0.6596594876999249,1337.0997970388466,47.455667797095956,11.826949194833752,43.78211647281466,0.24482682092609698,5.385071491675146,561.255772043162,0.8820218423586765,82.55104490868148,normal
115,0.6368044174007701,1357.3561137678728,47.29597092282395,,42.50346039076971,0.2635557574006544,5.406135474130352,551.6345387805839,0.854743774351397,83.04264676243307,normal
116,0.6548301521834375,1324.8837312664232,47.43050795669493,12.343303472900768,41.371158715986475,0.20997540128733572,5.322461913621052,585.44915358332,0.8528884090725425,79.86071614037512,normal
117,0.6436361927700407,1334.2127073834617,47.79529889134349,12.163918855158068,42.52019036083279,0.2130814218974433,5.397927444945501,,0.8732138505412683,81.98617328196485,normal
118,0.6861378962118329,1302.836611756539,47.5406920285395,12.423804849899453,43.559600757769,0.2296732317336193,5.365969714611916,590.6362801917453,0.8718920751650662,82.33981385371169,normal
119,0.6259839601246675,1347.913469500583,47.02171985472829,12.003076844520036,43.038438916179935,0.22608008667537313,5.3762967355152815,564.4053167777971,0.8778555471821465,81.8841236888809,normal
120,0.5975190768333175,1321.2510880719633,47.41813192297146,11.751410711788683,41.48619628885538,0.27280003463407776,5.173436667344844,557.2299434126157,0.8697218006501888,83.88493417353172,normal
121,0.6286440042415015,1322.2729163220542,47.89219952918665,12.166984334025969,42.9871170022314,0.25564680565704806,5.3094435738165044,582.7036413936598,0.8642509470581026,80.29387001245917,normal
122,0.6248928289656404,1331.3565214766102,47.39576079159019,12.229272229476255,42.41529910629394,0.2544908842019852,5.513838508817246,579.6156612434935,0.8734194782923249,78.60462041497378,normal
123,0.6540843164725573,1306.806853909161,46.97532012993511,12.397313932511954,41.74732888834186,0.23294435221484266,5.483256646296759,582.3677907310539,0.867492179636904,83.23724346420087,normal
124,0.6333694698640954,1336.4219089103494,47.914856887332576,11.920073822998807,41.30271220140323,0.23114012014563487,5.507513969272664,571.1486313154271,0.8883293131138192,81.33475312976186,normal
125,0.6140245102203549,1350.3191203166703,47.62725174696665,12.325974833720998,42.99302452629104,0.20657659315950141,5.499133440879716,587.0523064324054,,79.16279493873958,normal
126,0.6422176372631571,1339.3989433002935,47.416178888997536,12.090898421651477,43.567580543217055,0.2537928660841273,5.461356310826376,573.3042024897244,0.8715941306730492,80.98354926830031,normal
127,0.5576568818287728,1319.5713568161416,47.408059259849246,11.726155360372333,41.35536727058614,,5.311761681916032,555.9142682147304,0.9009830971043741,83.79992111113985,normal
128,0.5691326253319915,1342.4437935981837,47.76190406733664,11.673659958321272,42.508508929833965,0.2586150277121183,,,0.8735824220123822,79.54720113343448,normal
129,0.5555405873162403,1358.5091478434304,47.366276851066274,11.581080358589464,41.92091503140934,0.22788303303510665,5.437582116337995,548.5526584993944,0.8816460905789228,85.33901712552417,normal
130,0.5666666789993052,1320.4822755041484,47.77951891972688,11.305122407016226,41.83114006962465,0.23044604163780472,5.35846263868837,540.1533099358601,0.8818662074230976,80.55543823001835,normal
131,0.5320970198902968,1337.6292702233018,47.655242348137676,11.601941484905922,,0.23420887232924215,5.5282866533288395,552.893333172104,0.8843205082283221,82.45044299147568,normal
132,0.5875053895757825,1364.9651938723903,47.53612029815158,12.686022990351267,43.06115744438262,0.2533704927679476,5.338009237374481,603.0443149744544,0.8770058417074336,79.3727791885959,normal
133,0.5568571542975504,1360.9811495638057,47.535430092157746,11.376353306823118,41.56172763788483,0.203968279918535,5.5032613678002305,540.779847320178,0.877456684507793,82.07974899066224,normal
134,0.5144954168302402,1369.3166639160775,47.48878175744067,11.279460351129966,40.06984448158697,0.24499668596280472,5.30289952859223,535.647830956516,0.8785146020818799,81.90685844102165,normal
135,0.5232738650833694,1393.2987744009617,47.78649402389054,11.152362090263912,40.010251849157996,0.2308598378297684,5.428138062062991,532.9322843786598,0.87118729349497,79.97502090246228,normal
136,0.5582971950181396,1372.7526665320045,47.28031260768647,11.349117989382844,41.38905510100883,0.21319078003387013,5.481172232872445,536.589846359539,0.8783261497954172,86.14652270370347,normal
137,0.5692180596806122,1377.982274643588,47.08201332809592,12.12725850278134,40.05169665542112,0.19383698943779798,5.270911893560336,570.9757464612156,0.8946862726546023,81.6916233627002,normal
138,0.5991936242090676,1409.7784803798943,47.61670717472534,11.532265758941369,42.49618298865602,0.23548958534052616,5.334597325378657,549.1285217046229,0.8848827508900247,80.59717762058317,normal
139,0.6219629469660154,1367.6227692721968,47.60227425363497,11.739744428544888,41.59177580981321,0.2692867749890679,5.306363748173122,558.8385339551769,0.8745515416312434,82.76417891954344,normal
140,0.5422756374603559,1368.8977110042156,47.62785779317217,10.87317729141865,41.22508766109563,0.26774313382289905,5.2344917991715985,,0.8839299206117952,84.12517200698656,normal
141,0.49549733795716444,1394.8074794818485,47.646735222872806,,39.67763579666187,0.23790661066615523,5.353174285279234,1329.136823943353,0.8688936742650437,83.76718173606064,normal
142,0.4566089781208687,1401.9839209596878,47.49536170957447,10.319361946224902,39.19174690288495,0.267220040867632,5.256523204389123,490.12182824797003,0.8767996255486232,80.15782448354182,normal
143,0.5240382363331754,1386.1103382471556,47.7180070595069,11.544260145292036,40.01982090624382,0.23280735651357415,5.323309649270085,550.8690871098296,0.8853866783683011,82.27814646365476,normal
144,0.48710767848171965,1385.5884044541115,47.53887428382457,12.082690223637629,39.83995550175467,0.2500697145023857,5.337434472373931,,0.8925012755000706,79.02189399077776,normal
145,0.49457952458828763,1439.3290428346374,47.42209093424568,11.020540737391745,41.62327619700106,0.2228686833048644,5.149241075810688,522.6170849931502,0.8694222452856619,82.8499313848513,normal
146,0.4842797662970659,1414.7019653920477,47.473719288840115,10.504965531410956,41.042764896153734,0.22106925355894966,5.393229860677804,498.7097847771449,0.8726849075734006,79.20394939079985,normal
147,0.49408221671351454,1402.4071150629134,48.04859306708628,11.463396435542087,40.40308474957691,0.21888715396527325,5.268889151242775,550.8000704980491,0.8987193218320505,80.6320994614104,normal
148,0.5260121787419306,1429.0275530362744,47.08372813807975,11.086803632072067,40.68234577320971,0.19407306424761048,,522.0080481327564,0.8761465740359894,81.917642608935,normal
149,0.49453728342218833,1420.6892121241608,47.667182086742365,11.608400464008353,40.81973430603026,0.258799406688393,5.346125035458752,553.3397386537107,0.894866221777746,82.00173641482733,normal
150,0.48092869114037057,1424.2026232301316,47.13292731340946,10.974518360432674,40.81173529125892,0.21942813524908647,5.3962721072415185,517.2611761819508,0.8792565005840464,81.23100352147493,normal
151,0.4505514749632781,1443.4945240655559,,10.671080781453073,38.705454662588835,0.21409374106751294,5.256622128691018,507.40489009737144,0.8810434867898528,84.5463993212271,normal
152,0.4273879334703255,1422.215915608163,47.486296626805924,10.692200921698785,38.89875481094558,0.2049619096358646,5.078571632602374,507.7330245611962,0.8765598479111025,83.33850679386863,normal
153,0.459122997055661,1449.0641264684862,47.04764135887775,11.211369356584902,38.08271074950257,0.22730486954915674,5.274913771569041,527.4684846305184,0.8873284507699923,83.25761309830933,normal
154,0.4682614960624169,1476.488523018197,,10.922632306068737,40.61159228705699,0.2676848943365552,5.292463449107629,520.5555073631741,0.8908986456540476,79.33552896217677,normal
155,0.5191569321598493,1455.489382022072,47.425027741059345,11.13499953997546,42.289588138332384,0.2786541699545467,5.228959225648909,528.0776620800193,0.8643009717911827,83.10833820865157,normal
156,0.46635500380739175,1451.8677919136094,47.037060199470574,10.923701597331354,39.759540405095564,0.19962901107879152,5.286204385545247,513.8188096347277,0.8736414807344652,80.71671324439905,normal
157,0.48834265319699643,1452.94377232264,47.75374667411428,10.681320282671722,38.39958417805722,0.22780831055141335,5.260581401642447,510.07306292378416,0.8850922847773871,84.68098609013423,normal
158,0.440383507226523,1463.0309851128009,47.940556498515846,10.978926824762532,39.73178034734238,0.21066529331636463,5.148137546955831,526.3358617355993,0.8769188662007806,84.81625932064304,normal
159,0.41640636331393266,1472.086751679271,47.97310074054435,10.071999635173825,38.098148294304494,0.2494929419543992,5.292159042417577,483.1850531569199,0.8743542508353767,82.70222896811369,normal
